BMS ID #,GDSN name,GDSN definition,Business name,Business definition,Example,Usage Statement,Global Data Model attribute,Last Update ADB Release #,xPath,Cardinality,Length,DataType
7106,typeOfCleaningDisinfectionProcessCode,"The code that describes the type of process necessary to pre-clean, clean, or disinfect the specific product.",Cleaning Disinfection Process Code,"The code that describes the type of process necessary to pre-clean, clean, or disinfect the specific product.","Code Examples:
• MANUAL - Indicates that the product should be cleaned or disinfected manually, usually by hand.
• AUTOMATED - Indicates that the product can be clean/disinfected by a machine or other automated processes.

A product may be subject to multiple cleaning or disinfection types, for example:
• Cleaning Disinfection Process Code = AUTOMATED
Product Cleaning Type Code = MILD_ALKALINE_DETERGENT
...in combination with...
• Cleaning Disinfection Process Code = MANUAL
Product Cleaning Type Code = ALKALINE_DETERGENT
Product Disinfection Type Code = PERACETIC_ACID",Used by the buyer (e.g. healthcare specialist) to understand the proper process that needs to be applied when cleaning or disinfecting the product. Used in conjunction with Product Cleaning Type Code and Product Disinfection Type Code.,N,2.10,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:consumer_instructions:xsd:3' and local-name()='consumerInstructionsModule']/consumerInstructions/cleaningDisinfectingInformation/typeOfCleaningDisinfectionProcessCode,0..1,1..80,TypeOfCleaningDisinfectionProcessCode
7108,typeOfDisinfectionCode,﻿The code that describes the type of disinfection that is possible for the product. Example: Disinfection type in accordance with ISO 15883.,Product Disinfection Type Code,The code that describes the type of disinfection that is possible for the product. Example: Disinfection type in accordance with ISO 15883.,"• THERMAL_DISINFECTION - Thermal disinfection (e.g., A0 value, which provides equivalent disinfection efficiencies for a given time and temperature) 
• GLUTARALDEHYDE - Chemical disinfection with glutaraldehyde
• PERACETIC_ACID - Chemical disinfection with peracetic acid",Used by the buyer (e.g. healthcare specialist) to determine what type of disinfection is possible for the product. Used in conjunction with Cleaning Disinfection Process Code.,N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:consumer_instructions:xsd:3' and local-name()='consumerInstructionsModule']/consumerInstructions/cleaningDisinfectingInformation/typeOfDisinfectionCode,0..*,1..80,TypeOfDisinfectionCode
7110,requiredEducationTrainingTypeCode,The code that describes the appropriate type of education or training required to use/handle/operate the product.,Required Education or Training Type Code,The code that describes the appropriate type of education or training required to use/handle/operate the product.,"• SAFE_USE - training is required to safely use the product.
• REPROCESSING_PRODUCT - training on reprocessing of the product is required (e.g., reprocessing that removes blood, tissue and other biological debris from reusable medical devices is a critically important step to ensure that devices are safe for the next patient)","Used by the buyer to determine if training or education is required, either by the seller or according to regulation or laws, before a product can be used or handled. Alerts the buyer to get in contact with the supplier to ask for the specific educational requirements, if needed.",N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:consumer_instructions:xsd:3' and local-name()='consumerInstructionsModule']/consumerInstructions/requiredEducationTrainingTypeCode,0..*,1..80,RequiredEducationTrainingTypeCode
7112,isProductResistantToSurfaceTensionReducingAgent,﻿The indicator that specifies whether the product is resistant to a surface tension reducing agent.,Resistance to a Surface Tension Reducing Agent Indicator,The indicator that specifies whether the product is resistant to a surface tension reducing agent.,"•  ""True"" - the product is affected by a surface tension reducing agent.
•  ""False"" - the product is not affected by a surface tension reducing agent.","Used by the buyer (e.g. healthcare specialist) to determine whether a product is resistant to a surface tension reducing agent, which can affect the cleaning/disinfection/sterilisation process.",N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:medical_device_trade_item:xsd:3' and local-name()='medicalDeviceTradeItemModule']/medicalDeviceInformation/isProductResistantToSurfaceTensionReducingAgent,0..1,4..5,boolean
7113,compositePackagingMaterialRecyclingSchemeCode,﻿The code that specifies the recycling scheme the packaging of this trade item will fall within when recycled. Applies to recyclable packaging with or without deposit.,Composite Packaging Material Recycling Scheme Code,The code that specifies the recycling scheme the packaging of this trade item will fall within when recycled. Applies to recyclable packaging with or without deposit.,"• 1 - Polyethylene Terephthalates
• 20 - Cardboard
• 22 - Paper
• 41 - Aluminium",Used by the seller and the buyer to conform to regulations concerning recycling of packaging materials. Used in conjunction with Packaging Material Element Code to describe what part of the packaging relates to this recycling scheme.,N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:packaging_information:xsd:3' and local-name()='packagingInformationModule']/packaging/packagingMaterial/compositeMaterialDetail/compositePackagingMaterialRecyclingSchemeCode,0..1,1..80,PackagingRecyclingSchemeCode
7115,packagingMaterialElementCode,﻿The code that describes the part or element of the packaging of the product associated to a material or composite material.,Packaging Material Element Code,The code that describes the part or element of the packaging of the product associated to a material or composite material.,"• CAP
• CORK
• HANDLE
• TAB
• BUNG_SEAL
• DIVIDER_PROTECTOR",Used by the seller to communicate to the buyer and consumer additional information related to packaging that drives purchasing decisions and to conform to regulations concerning recycling of packaging materials.,N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:packaging_information:xsd:3' and local-name()='packagingInformationModule']/packaging/packagingMaterial/packagingMaterialElementCode,0..1,1..80,PackagingMaterialElementCode
7117,packagingMaterialRecyclingSchemeCode,﻿The code that specifies the recycling scheme the packaging of this trade item will fall within when recycled. Applies to recyclable packaging with or without deposit.,Packaging Material Recycling Scheme Code,The code that specifies the recycling scheme the packaging of this trade item will fall within when recycled. Applies to recyclable packaging with or without deposit.,"• 1 - Polyethylene Terephthalates
• 20 - Cardboard
• 22 - Paper
• 41 - Aluminium",Used by the seller and the buyer to conform to regulations concerning recycling of packaging materials. Used in conjunction with Packaging Material Element Code to describe what part of the packaging relates to this recycling scheme.,N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:packaging_information:xsd:3' and local-name()='packagingInformationModule']/packaging/packagingMaterial/packagingMaterialRecyclingSchemeCode,0..1,1..80,PackagingRecyclingSchemeCode
7120,packagingRecyclabilityAssessmentSpecificationCode,"﻿The code that identifies the specification that defines how the degree of recyclability of packaging is calculated during assessment. These can be an agency, a regulation or directive, a community agreement, etc.",Packaging Recyclability Assessment Specification Code,"The code that identifies the specification that defines how the degree of recyclability of packaging is calculated during assessment. These can be an agency, a regulation or directive, a community agreement, etc.","The following example illustrates the use of recyclability attributes commonly used together for a product sold with two levels of packaging – a plastic pump dosing bottle encased in a cardboard folding box:
•  packagingLevel = 1 (the pump dosing unit) 
    -  packagingRecyclabilityAssessmentSpecificationCode = DEUTSCHER_MINDESTSTANDARD
    -  packagingRecyclabilityValue = 80%
    -  packagingRecyclabilityValueEffectiveDate = 01.06.2022
•  packagingLevel = 2 (the folding box) 
    -  packagingRecyclabilityAssessmentSpecificationCode = DEUTSCHER_MINDESTSTANDARD
    -  packagingRecyclabilityValue = 90%
    -  packagingRecyclabilityValueEffectiveDate = 01.02.2022

After the packaging is updated to improve recyclability:
•  packagingLevel = 1 (the pump dosing unit) 
    -  packagingRecyclabilityAssessmentSpecificationCode = DEUTSCHER_MINDESTSTANDARD
    -  packagingRecyclabilityValue = 90%
    -  packagingRecyclabilityValueEffectiveDate = 01.10.2022
•  packagingLevel = 2 (the folding box)
    -  packagingRecyclabilityAssessmentSpecificationCode = DEUTSCHER_MINDESTSTANDARD
    -  packagingRecyclabilityValue = 95%
    -  packagingRecyclabilityValueEffectiveDate = 01.10.2022",Used to inform the retailer which specification is used as the basis to evaluate the degree of recyclability of an item's packaging.,N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:packaging_information:xsd:3' and local-name()='packagingInformationModule']/packaging/packagingRecyclabilityAssessmentInformation/packagingRecyclabilityAssessmentSpecificationCode,0..1,1..80,PackagingRecyclabilityAssessmentSpecificationCode
7122,packagingRecyclabilityValue,"﻿The value that indicates the degree of recyclability of an item's packaging, which is calculated on the basis of the standard chosen in packagingReyclabilityAssessmentSpecificationCode. This can be a percentage or value and can vary by country.",Packaging Recyclability Value,"The value that indicates the degree of recyclability of an item's packaging, which is calculated on the basis of the standard chosen in packagingReyclabilityAssessmentSpecificationCode. This can be a percentage or value and can vary by country.","The following example illustrates the use of recyclability attributes commonly used together for a product sold with two levels of packaging – a plastic pump dosing bottle encased in a cardboard folding box:
•  packagingLevel = 1 (the pump dosing unit) 
    -  packagingRecyclabilityAssessmentSpecificationCode = DEUTSCHER_MINDESTSTANDARD
    -  packagingRecyclabilityValue = 80%
    -  packagingRecyclabilityValueEffectiveDate = 01.06.2022
•  packagingLevel = 2 (the folding box) 
    -  packagingRecyclabilityAssessmentSpecificationCode = DEUTSCHER_MINDESTSTANDARD
    -  packagingRecyclabilityValue = 90%
    -  packagingRecyclabilityValueEffectiveDate = 01.02.2022

After the packaging is updated to improve recyclability:
•  packagingLevel = 1 (the pump dosing unit) 
    -  packagingRecyclabilityAssessmentSpecificationCode = DEUTSCHER_MINDESTSTANDARD
    -  packagingRecyclabilityValue = 90%
    -  packagingRecyclabilityValueEffectiveDate = 01.10.2022
•  packagingLevel = 2 (the folding box)
    -  packagingRecyclabilityAssessmentSpecificationCode = DEUTSCHER_MINDESTSTANDARD
    -  packagingRecyclabilityValue = 95%
    -  packagingRecyclabilityValueEffectiveDate = 01.10.2022",Used by retailers and consumers to know the degree of recyclability of an item's packaging.,N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:packaging_information:xsd:3' and local-name()='packagingInformationModule']/packaging/packagingRecyclabilityAssessmentInformation/packagingRecyclabilityValue,0..*,1..70 {30.39},Measurement
7124,packagingRecyclabilityValueEffectiveDate,﻿The first date that the item with this packaging is available.,Packaging Recyclability Value Effective Date,The first date that the item with this packaging is available.,"The following example illustrates the use of recyclability attributes commonly used together for a product sold with two levels of packaging – a plastic pump dosing bottle encased in a cardboard folding box:
•  packagingLevel = 1 (the pump dosing unit) 
    -  packagingRecyclabilityAssessmentSpecificationCode = DEUTSCHER_MINDESTSTANDARD
    -  packagingRecyclabilityValue = 80%
    -  packagingRecyclabilityValueEffectiveDate = 01.06.2022
•  packagingLevel = 2 (the folding box) 
    -  packagingRecyclabilityAssessmentSpecificationCode = DEUTSCHER_MINDESTSTANDARD
    -  packagingRecyclabilityValue = 90%
    -  packagingRecyclabilityValueEffectiveDate = 01.02.2022

After the packaging is updated to improve recyclability:
•  packagingLevel = 1 (the pump dosing unit) 
    -  packagingRecyclabilityAssessmentSpecificationCode = DEUTSCHER_MINDESTSTANDARD
    -  packagingRecyclabilityValue = 90%
    -  packagingRecyclabilityValueEffectiveDate = 01.10.2022
•  packagingLevel = 2 (the folding box)
    -  packagingRecyclabilityAssessmentSpecificationCode = DEUTSCHER_MINDESTSTANDARD
    -  packagingRecyclabilityValue = 95%
    -  packagingRecyclabilityValueEffectiveDate = 01.10.2022",Used by retailers to avoid publishing incorrect information in webshops and in advertising when the packaging is changed to one with a different degree of recyclability.,N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:packaging_information:xsd:3' and local-name()='packagingInformationModule']/packaging/packagingRecyclabilityAssessmentInformation/packagingRecyclabilityValueEffectiveDate,0..1,24..24,DateTime
7125,perfumeFragranceDilutionClassCode,﻿The code indicating the dilution class of a fragrance which indicates the concentration of fragrances within a mixture.,Fragrance Dilution Class Code,The code indicating the dilution class of a fragrance which indicates the concentration of fragrances within a mixture.,"• EDC:  Eau de Cologne with a concentration of fragrances between 3 - 8 % (typical ~5%) within the mixture. The percentage is not precisely defined and may vary between prestige and mass market products as well as from region to region.
• EDP:  Eau de Parfum (EdP) or Parfum de Toilette (PdT) with a concentration of fragrances between 10 - 20 % (typical ~15%) within the mixture. The percentage is not precisely defined and may vary between prestige and mass market products as well as from region to region.","Used by the seller and the buyer to indicate the concentration of fragrances within a mixture by using the broadly used descriptive terms in a standardized way.
Used by the consumer when making purchasing decisions.",N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:product_information:xsd:3' and local-name()='productInformationModule']/productInformationDetail/beautyPersonalCareHygieneDetail/perfumeFragranceDilutionClassCode,0..1,1..80,PerfumeFragranceDilutionClassCode
7176,typeOfWasteCode,﻿The code that describes the type of waste created from the product. Please refer to any local regulation requirements for disposal/recyclable waste.,Waste Code,The code that describes the type of waste created from the product. Please refer to any local regulation requirements for disposal/recyclable waste.,"• CHEMICAL_WASTE - Waste that is released directly or indirectly when chemicals are used (e.g., salts, acids and bases, heavy metals, cyanides, oxidants).
• RESIDUAL_WASTE - Waste that remains after the usual waste flows (e.g., glass, metal, paper) have been removed from the main flow.
• RECYCLEBLE_WASTE - Waste that can be collected and recycled/melted into reusable raw materials (e.g., plastics, steel).",Used by the buyer (e.g. healthcare specialist) to determine which waste process is required for (parts of) the product.,N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:trade_item_disposal_information:xsd:3' and local-name()='tradeItemDisposalInformationModule']/tradeItemDisposalInformation/typeOfWasteCode,0..*,1..80,TypeOfWasteCode
7187,imageStateCode,The code that defines the state of the item as it is being depicted in the image. (More information on these codes can be found in  the GS1 Product Image Specification Standard for the naming conventions related to position 19 of the file name.),Image State Code,The code that defines the state of the item as it is being depicted in the image. (More information on these codes can be found in  the GS1 Product Image Specification Standard for the naming conventions related to position 19 of the file name.),"• The image is of the product in its packaging - Code = ""1"" (In packaging)

• The image is of the raw/uncooked product, considered edible - Code = ""C"" (Raw/uncooked)

• The image is of the product removed from packaging and placed on a plate - Code = ""E"" (Plated)",Used by the seller and the buyer to determine how the product is depicted in the image.,N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:referenced_file_detail_information:xsd:3' and local-name()='referencedFileDetailInformationModule']/referencedFileHeader/imageStateCode,0..1,1..80,ImageStateCode
7191,imageFacingCode,The code that defines the state of the item as it is being depicted in the image. (More information on these codes can be found in  the GS1 Product Image Specification Standard for the naming conventions related to position 19 of the file name.),Image Facing Code,The code that defines which face of the item is depicted in the image. (More information on these codes can be found in the GS1 Product Image Specification Standard for the naming conventions related to position 17 of the file name.),"• The image is of the front face of the product - Code = ""1"" (Front)

• The image is of the top of the product - Code  = ""3"" (Top)

• The image is of the back of the product - Code = ""7"" (Back)",Used by the seller and the buyer to determine the face of the product in the image.,N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:referenced_file_detail_information:xsd:3' and local-name()='referencedFileDetailInformationModule']/referencedFileHeader/imageFacingCode,0..1,1..80,ImageFacingCode
7195,﻿imageOrientationTypeCode,The code that defines the state of the item as it is being depicted in the image. (More information on these codes can be found in  the GS1 Product Image Specification Standard for the naming conventions related to position 19 of the file name.),Image Orientation Type Code,"The code that defines the orientation/plunge (i.e., camera  angle) of the item as it is being depicted in the image. (More information on these codes can be found in the GS1 Product Image Specification Standard for the naming conventions related to position 18 of the file name.)","• The image is a left orientation/plunge of the front face of the product, which shows the front face and an angle of the left face of the product - Code = ""L"" (Left)

• The image is of the back face of the product, taken straight-on with no camera angle - Code = ""N"" (No orientation/plunge)",Used by the seller and the buyer to determine the camera orientation/plunge used in the image.,N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:referenced_file_detail_information:xsd:3' and local-name()='referencedFileDetailInformationModule']/referencedFileHeader/﻿imageOrientationTypeCode,0..1,1..80,ImageOrientationTypeCode
7198,isImageRendered,The code that defines the state of the item as it is being depicted in the image. (More information on these codes can be found in  the GS1 Product Image Specification Standard for the naming conventions related to position 19 of the file name.),Image Rendered Indicator,The indicator that specifies if the image is the result of the creation of a digital likeness of a physical object with the use of a computer and software. Rendered images often do not begin with a photographic device. ,"• The image is a rendered image of the product, created using a computer and software. (Indicator = ""True"")

• The image is a photographic image of the product, created using a camera. (Indicator = ""False"")",Used by the seller and the buyer to determine if the image is a computer generated rendering.,N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:referenced_file_detail_information:xsd:3' and local-name()='referencedFileDetailInformationModule']/referencedFileHeader/isImageRendered,0..1,4..5,Boolean
7199,certificationStatementOnPackage,﻿The statement provided from the certification agency that must be displayed on the packaging according to the certification agreement.,Certification Statement On Package,The statement provided from the certification agency that must be displayed on the packaging according to the certification agreement.,"The following example illustrates the use of certification attributes commonly used together for a product with an FSC certification:
- Certification Standard = Packaging
- certificationIdentification = FOREST_STEWARDSHIP_COUNCIL_MIX
- Certification Statement On Package = FSC Mix percentage of at least 70%
- Certification Value = FSC_C117990
- Subject of Certification Description = Packaging from responsible sources",Used by sellers and buyers to conform to the terms of certification legal agreements that require certification statements to be stated on the product packaging. Used by buyers to provide this information in e-commerce and online stores.,N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:certification_information:xsd:3' and local-name()='certificationInformationModule']/certificationInformation/certification/certificationStatementOnPackage,0..*,1..500,Description500
7205,subjectOfCertificationDescription,"The description that provides more information about the type of certification, e.g. the type of product, model, etc. as stated on the certificate.",Subject of Certification Description,"The description that provides more information about the type of certification, e.g. the type of product, model, etc. as stated on the certificate.","The following example illustrates the use of certification attributes commonly used together for a product with an FSC certification:
- Certification Standard = Packaging
- certificationIdentification = FOREST_STEWARDSHIP_COUNCIL_MIX
- Certification Statement On Package = FSC Mix percentage of at least 70%
- Certification Value = FSC_C117990
- Subject of Certification Description = Packaging from responsible sources","Used by sellers to provide buyers with additional information regarding the trade item's certification. For example, some labels specify the material or product component associated with the certification. Used by sellers to provide this information in e-commerce and online stores.",N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:certification_information:xsd:3' and local-name()='certificationInformationModule']/certificationInformation/certification/subjectOfCertificationDescription,0..*,1..500,Description500
7211,catchCountryCode,﻿The ISO 3166-1 numeric code for the country where the fish/seafood in the product was caught or farmed.,Catch Country Code,The ISO 3166-1 numeric code for the country where the fish/seafood in the product was caught or farmed.,"•  380 (Italy)
•  756 (Switzerland)
•  826 (United Kingdom)
 
Example of a salad containing rainbow trout from Lake Geneva in Switzerland and perch from Lake Garda in Italy, each making up 20% or more of the product’s total mass/weight. Catch Country Code = 756 for trout and 380 for perch.","Used by the seller and the buyer to conform to regulations requiring the origin of fish and seafood ingredients from inland fishery and aquaculture.
 
Used by consumers who consider fish and seafood origin when making purchasing decisions.
 
Used to provide sustainability information that allows buyers and consumers to choose fish responsibly – e.g., from inland lakes.

Used by the buyer to make assortment planning decisions.",N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:dairy_fish_meat_poultry:xsd:3' and local-name()='dairyFishMeatPoultryItemModule']/dairyFishMeatPoultryInformation/fishReportingInformation/fishCatchInformation/catchCountryCode,0..*,1..80,CountryCode
7213,fishSeafoodPresentationCode,"The code that indicates the state or form of a fish/seafood product as presented to the consumer, possibly as a result of post-catch processing (e.g., tail removed, gutted, or filleted).",Fish and Seafood Presentation Code,"The code that indicates the state or form of a fish/seafood product as presented to the consumer, possibly as a result of post-catch processing (e.g., tail removed, gutted, or filleted).","A fish without intestines and other internal organs and without head:
- GUTTED
- HEAD_REMOVED

A fish presented in its entirety (i.e., as caught), without modification:
- WHOLE",Used by the seller and the buyer to inform the consumer about how the fish and seafood is presented for purchase.,N,2.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:dairy_fish_meat_poultry:xsd:3' and local-name()='dairyFishMeatPoultryItemModule']/dairyFishMeatPoultryInformation/fishReportingInformation/fishReportingInformation/fishSeafoodPresentationCode,0..*,1..80,FishSeafoodPresentationCode
7218,descriptiveSizeDimension,The textual representation of the size dimension specified by the size type.,Size Description,A description of the size of the product.,"For a pack of apples with diameter range ""70-80 mm"" on the label, Size Description = ""70-80 mm"".",Used by the buyer to communicate to the consumer detailed information about the product's size.,Y,2.3,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:trade_item_size:xsd:3' and local-name()='tradeItemSizeModule']/nonPackagedSizeDimension/descriptiveSizeDimension,0..*,1..80,Description80
7233,claimElementCode,"The code that specifies an element, such as a food ingredient, chemical compound or sustainability factor, that is subject to the claim type specified by the Claim Type Code.",Claim Element Code,"The code that specifies an element, such as a food ingredient, chemical compound or sustainability factor, that is subject to the claim type specified by the Claim Type Code.","•  A package of bread:
      -  Claim Type Code = ENRICHED_WITH
      -  Claim Element Code = IRON
•  A package of candy:
      -  Claim Type Code = MADE_IN_FACILITY_FREE_FROM
      -  Claim Element Code = TREE_NUTS
•  A bottle of shampoo:
      -  Claim Type Code = FREE_FROM
      -  Claim Element Code = SULFATE
•  T-shirt made with fabric/recycled plastic blend:
      -  Claim Type Code = PARTIALLY_MADE_WITH
      -  Claim Element Code = RECYCLED_MATERIAL
•  Box of compostable garbage bags:
      -  Claim Type Code = MADE_WITH_100_PERCENT
      -  Claim Element Code = BIODEGRADABLE_MATERIAL","Used by the seller to convey claims including marketing, nutrition, health and sustainability to the buyer and consumer for search and discovery of products.

Can also be used by the buyer to comply with regulatory requirements to display certain claims.
",Y,2.8,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:product_information:xsd:3' and local-name()='productInformationModule']/productInformationDetail/claimDetail/claimElementCode,0..1,1..80,ClaimElementCode
7236,isClaimRegulated,The indicator that specifies whether the claim for the product is regulated for a target market.,Claim Regulated Indicator,"The indicator that specifies whether the claim for the product is regulated for a target market.

","• ""true"" in Canada for canned tuna when Claim Type Code =  PACKED_IN and Element Claim Code = WATER, as this claim is subject to Canadian regulation

• ""false"" when Claim Type Code =  MADE_WITH and Element Claim Code = CANE_SUGAR, where this type of claim is not subject to local regulation.","Used by the seller and the buyer to comply with regulatory requirements for consumer products in relation to claims.

Used by the seller and the buyer to indicate that claims for consumer goods are not regulated.",N,2.3,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:product_information:xsd:3' and local-name()='productInformationModule']/productInformationDetail/claimDetail/isClaimRegulated,0..1,4..5,boolean
7237,claimTypeCode,"The code that states the type of claim applicable to the product. It may be used alone, or in combination with Claim Element Code to identify a specific element, such as a food ingredient, chemical compound or sustainability factor, to which the claim type applies.",Claim Type Code,"The code that states the type of claim applicable to the product. It may be used alone, or in combination with Claim Element Code to identify a specific element, such as a food ingredient, chemical compound or sustainability factor, to which the claim type applies.","•  A package of bread:
      -  Claim Type Code = ENRICHED_WITH
      -  Claim Element Code = IRON
•  A package of candy:
      -  Claim Type Code = MADE_IN_FACILITY_FREE_FROM
      -  Claim Element Code = TREE_NUTS
•  A bottle of shampoo:
      -  Claim Type Code = FREE_FROM
      -  Claim Element Code = SULFATE
•  T-shirt made with fabric/recycled plastic blend:
      -  Claim Type Code = PARTIALLY_MADE_WITH
      -  Claim Element Code = RECYCLED_MATERIAL
•  Box of compostable garbage bags:
      -  Claim Type Code = MADE_WITH_100_PERCENT
      -  Claim Element Code = BIODEGRADABLE_MATERIAL
•  A bottle of non-alcoholic beer:
      -  Claim Type Code = NON_ALCOHOLIC
      -  Claim Element Code is not populated
•  A package of fish:
      -  Claim Type Code = PREVIOUSLY_FROZEN
      -  Claim Element Code is not populated","Used by the seller to convey claims including marketing, nutrition, health and sustainability to the buyer and consumer for search and discovery of products.

Can also be used by the buyer to comply with regulatory requirements to display certain claims.
",Y,2.8,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:product_information:xsd:3' and local-name()='productInformationModule']/productInformationDetail/claimDetail/claimTypeCode,0..1,1..80 ,ClaimTypeCode
7239,claimDescription,"Free text field for any additional type of product claims like nutritional, health claims,etc.",Claim Description,The description of claims about a product provided by the seller.,"•  100% whole grain
•  Free from Monosodium glutamate (MSG)
•  Made from 100% recycled materials
•  Reduces appearance of wrinkles up to 73%","Used by the seller to convey claims about a product (for example marketing, nutrition, health or sustainability) to assist the consumer in making an informed purchasing decision.",Y,2.3,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:product_information:xsd:3' and local-name()='productInformationModule']/productInformationDetail/claimDescription,0..*,1..5000 ,Description5000
