canonical_spec,claim_id,statement,source_path,source_heading,short_quote,status,BACKLOG_ID,BACKLOG_STATUS
evaluation-governance-reproducibility.md,EVA-043,"| **Accessibility** | ⭐⭐⭐⭐ High | Dashboard must be usable by all users; colour-blind friendly, keyboard navigable |",./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,"| **Accessibility** | ⭐⭐⭐⭐ High | Dashboard must be usable by all users; colour-blind friendly, keyb",traceable,,
evaluation-governance-reproducibility.md,EVA-044,| **Analytical Rigour** | ⭐⭐⭐⭐⭐ High | PDF content must match web advisory output exactly; no data loss in export |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Analytical Rigour** | ⭐⭐⭐⭐⭐ High | PDF content must match web advisory output exactly; no data l,traceable,,
evaluation-governance-reproducibility.md,EVA-045,| **Technical Correctness** | ⭐⭐⭐⭐ High | PDF generation must be reliable; all links and references must work |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Technical Correctness** | ⭐⭐⭐⭐ High | PDF generation must be reliable; all links and references,traceable,,
evaluation-governance-reproducibility.md,EVA-046,"| **GS1 Style Compliance** | ⭐⭐⭐⭐⭐ High | PDF must follow GS1 Style Guide for branding, typography, and terminology |",./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,"| **GS1 Style Compliance** | ⭐⭐⭐⭐⭐ High | PDF must follow GS1 Style Guide for branding, typography,",traceable,,
evaluation-governance-reproducibility.md,EVA-047,"| **Accessibility** | ⭐⭐⭐⭐⭐ High | PDF must be accessible (tagged PDF, alt text, reading order) |",./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,"| **Accessibility** | ⭐⭐⭐⭐⭐ High | PDF must be accessible (tagged PDF, alt text, reading order) |",traceable,,
evaluation-governance-reproducibility.md,EVA-048,| **Reproducibility** | ⭐⭐⭐⭐⭐ High | Same advisory input must produce identical PDF output |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Reproducibility** | ⭐⭐⭐⭐⭐ High | Same advisory input must produce identical PDF output |,traceable,,
evaluation-governance-reproducibility.md,EVA-049,| **Analytical Rigour** | ⭐⭐⭐⭐⭐ High | Simulation logic must be transparent and defensible |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Analytical Rigour** | ⭐⭐⭐⭐⭐ High | Simulation logic must be transparent and defensible |,traceable,,
evaluation-governance-reproducibility.md,EVA-050,| **Technical Correctness** | ⭐⭐⭐⭐⭐ High | Calculations must be accurate; edge cases handled correctly |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Technical Correctness** | ⭐⭐⭐⭐⭐ High | Calculations must be accurate; edge cases handled correct,traceable,,
evaluation-governance-reproducibility.md,EVA-051,| **Accessibility** | ⭐⭐⭐ Moderate | Simulation interface must be usable by all users |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Accessibility** | ⭐⭐⭐ Moderate | Simulation interface must be usable by all users |,traceable,,
evaluation-governance-reproducibility.md,EVA-052,| **Reproducibility** | ⭐⭐⭐⭐⭐ High | Same scenario inputs must produce identical outputs |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Reproducibility** | ⭐⭐⭐⭐⭐ High | Same scenario inputs must produce identical outputs |,traceable,,
evaluation-governance-reproducibility.md,EVA-053,| **Analytical Rigour** | ⭐⭐⭐⭐ High | Roadmaps must be based on validated sector-regulation mappings |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Analytical Rigour** | ⭐⭐⭐⭐ High | Roadmaps must be based on validated sector-regulation mappings,traceable,,
evaluation-governance-reproducibility.md,EVA-054,| **Technical Correctness** | ⭐⭐⭐⭐ High | Implementation steps must be accurate and current |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Technical Correctness** | ⭐⭐⭐⭐ High | Implementation steps must be accurate and current |,traceable,,
evaluation-governance-reproducibility.md,EVA-055,| **GS1 Style Compliance** | ⭐⭐⭐⭐ High | Sector terminology must align with GS1 sector guides |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **GS1 Style Compliance** | ⭐⭐⭐⭐ High | Sector terminology must align with GS1 sector guides |,traceable,,
evaluation-governance-reproducibility.md,EVA-056,| **Accessibility** | ⭐⭐⭐ Moderate | Roadmap visualisations must be accessible |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Accessibility** | ⭐⭐⭐ Moderate | Roadmap visualisations must be accessible |,traceable,,
evaluation-governance-reproducibility.md,EVA-057,| **Reproducibility** | ⭐⭐⭐⭐ High | Same sector selection must produce consistent roadmap |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Reproducibility** | ⭐⭐⭐⭐ High | Same sector selection must produce consistent roadmap |,traceable,,
evaluation-governance-reproducibility.md,EVA-058,**Key Insight:** Compliance.ai's task management approach demonstrates that deadline tracking must be integrated with workflow tools to be effective.,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Benchmark Summary,**Key Insight:** Compliance.ai's task management approach demonstrates that deadline tracking must b,traceable,,
evaluation-governance-reproducibility.md,EVA-059,| **Analytical Rigour** | ⭐⭐⭐⭐ High | Deadline data must be accurate and sourced from authoritative documents |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Analytical Rigour** | ⭐⭐⭐⭐ High | Deadline data must be accurate and sourced from authoritative,traceable,,
evaluation-governance-reproducibility.md,EVA-060,| **Technical Correctness** | ⭐⭐⭐⭐⭐ High | Calendar integration must work reliably across platforms |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Technical Correctness** | ⭐⭐⭐⭐⭐ High | Calendar integration must work reliably across platforms,traceable,,
evaluation-governance-reproducibility.md,EVA-061,| **Accessibility** | ⭐⭐⭐ Moderate | Alerts must be accessible via multiple channels |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Accessibility** | ⭐⭐⭐ Moderate | Alerts must be accessible via multiple channels |,traceable,,
evaluation-governance-reproducibility.md,EVA-062,"**Differentiation Opportunity:** ISA can generate supplier data request templates with specific GS1 attributes required for EUDR, DPP, and other supply chain regulations.",./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Benchmark Summary,**Differentiation Opportunity:** ISA can generate supplier data request templates with specific GS1,traceable,,
evaluation-governance-reproducibility.md,EVA-063,| **Analytical Rigour** | ⭐⭐⭐⭐⭐ High | Data requirements must be traceable to specific regulation clauses |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Analytical Rigour** | ⭐⭐⭐⭐⭐ High | Data requirements must be traceable to specific regulation cl,traceable,,
evaluation-governance-reproducibility.md,EVA-064,| **Accessibility** | ⭐⭐⭐ Moderate | Templates must be usable by diverse supplier base |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Accessibility** | ⭐⭐⭐ Moderate | Templates must be usable by diverse supplier base |,traceable,,
evaluation-governance-reproducibility.md,EVA-065,| **Reproducibility** | ⭐⭐⭐⭐ High | Same regulation input must produce consistent requirements |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Reproducibility** | ⭐⭐⭐⭐ High | Same regulation input must produce consistent requirements |,traceable,,
evaluation-governance-reproducibility.md,EVA-066,- [ ] System generates list of required data fields,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Acceptance Criteria,- [ ] System generates list of required data fields,traceable,,
evaluation-governance-reproducibility.md,EVA-067,| **Analytical Rigour** | ⭐⭐⭐⭐⭐ High | Pro Mode responses must maintain citation requirements and confidence scoring |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Analytical Rigour** | ⭐⭐⭐⭐⭐ High | Pro Mode responses must maintain citation requirements and co,traceable,,
evaluation-governance-reproducibility.md,EVA-068,| **Technical Correctness** | ⭐⭐⭐⭐ High | Document processing must be accurate; context retention must work reliably |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Technical Correctness** | ⭐⭐⭐⭐ High | Document processing must be accurate; context retention mu,traceable,,
evaluation-governance-reproducibility.md,EVA-069,| **Accessibility** | ⭐⭐⭐ Moderate | Conversation interface must be accessible |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Accessibility** | ⭐⭐⭐ Moderate | Conversation interface must be accessible |,traceable,,
evaluation-governance-reproducibility.md,EVA-070,| **Analytical Rigour** | ⭐⭐⭐⭐⭐ High | Evidence must be traceable to specific compliance requirements |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Analytical Rigour** | ⭐⭐⭐⭐⭐ High | Evidence must be traceable to specific compliance requirement,traceable,,
evaluation-governance-reproducibility.md,EVA-071,| **Technical Correctness** | ⭐⭐⭐⭐⭐ High | Evidence storage must be secure and reliable |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Technical Correctness** | ⭐⭐⭐⭐⭐ High | Evidence storage must be secure and reliable |,traceable,,
evaluation-governance-reproducibility.md,EVA-072,| **Accessibility** | ⭐⭐⭐ Moderate | Evidence vault interface must be accessible |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Accessibility** | ⭐⭐⭐ Moderate | Evidence vault interface must be accessible |,traceable,,
evaluation-governance-reproducibility.md,EVA-073,| **Reproducibility** | ⭐⭐⭐⭐⭐ High | Evidence retrieval must be consistent and complete |,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Quality Dimension Mapping,| **Reproducibility** | ⭐⭐⭐⭐⭐ High | Evidence retrieval must be consistent and complete |,traceable,,
evaluation-governance-reproducibility.md,EVA-074,**Decision Required:** Which sectors should receive priority for sector-specific compliance roadmaps?,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,1. Sector Prioritisation for Roadmaps,**Decision Required:** Which sectors should receive priority for sector-specific compliance roadmaps,traceable,,
evaluation-governance-reproducibility.md,EVA-075,**Decision Required:** Should Ask ISA Pro Mode be included in base subscription or offered as premium tier?,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,2. Pro Mode Pricing Model,**Decision Required:** Should Ask ISA Pro Mode be included in base subscription or offered as premiu,traceable,,
evaluation-governance-reproducibility.md,EVA-076,**Decision Required:** Where should compliance evidence be stored?,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,3. Evidence Vault Data Residency,**Decision Required:** Where should compliance evidence be stored?,traceable,,
evaluation-governance-reproducibility.md,EVA-077,"| **Analytical Rigour** | Accuracy, completeness, and traceability of advisory findings. Advisory reports must reference only datasets registered in frozen dataset registry, include SHA256 hashes for",./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Appendix A: Quality Dimension Definitions,"| **Analytical Rigour** | Accuracy, completeness, and traceability of advisory findings. Advisory re",traceable,,
evaluation-governance-reproducibility.md,EVA-078,"| **Technical Correctness** | Schema validity, API compatibility, and data integrity. JSON schemas must validate against JSON Schema Draft 2020-12, APIs must follow tRPC conventions for type safety, a",./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Appendix A: Quality Dimension Definitions,"| **Technical Correctness** | Schema validity, API compatibility, and data integrity. JSON schemas m",traceable,,
evaluation-governance-reproducibility.md,EVA-079,| **Reproducibility** | Ability to reproduce advisory outputs from frozen datasets and documented processes. All datasets must be referenced by frozen registry version with complete provenance metadat,./docs/ISA_STRATEGIC_EVALUATION_QUALITY_MAPPING.md,Appendix A: Quality Dimension Definitions,| **Reproducibility** | Ability to reproduce advisory outputs from frozen datasets and documented pr,traceable,,
evaluation-governance-reproducibility.md,EVA-080,"- The **canonical document set** that constitutes “IRON in practice” for ISA (what must exist, be referenced, and be enforced).",./docs/evidence/ISA_IRON_DOCSET_AND_CRITICAL_PATH_DECISION_DRAFT_v0.md,Decides now,"- The **canonical document set** that constitutes “IRON in practice” for ISA (what must exist, be re",traceable,,
evaluation-governance-reproducibility.md,EVA-081,7. `scripts/iron-context.sh` — context acknowledgement generator (must be used for PRs).,./docs/evidence/ISA_IRON_DOCSET_AND_CRITICAL_PATH_DECISION_DRAFT_v0.md,B. Enforcement mechanisms (authoritative by execution),7. `scripts/iron-context.sh` — context acknowledgement generator (must be used for PRs).,traceable,,
evaluation-governance-reproducibility.md,EVA-082,**NOTE:** Whether they are already located in the *correct repo paths* and wired into daily flow must be verified in the step (see Section 4).,./docs/evidence/ISA_IRON_DOCSET_AND_CRITICAL_PATH_DECISION_DRAFT_v0.md,"C. Baseline discoverability artefacts (strongly recommended, low-cost)",**NOTE:** Whether they are already located in the *correct repo paths* and wired into daily flow mus,traceable,TM-054,OPEN
evaluation-governance-reproducibility.md,EVA-083,"When Manus is asked to “operate under IRON”, it must:",./docs/evidence/ISA_IRON_DOCSET_AND_CRITICAL_PATH_DECISION_DRAFT_v0.md,7) Minimal instructions to Manus (preview),"When Manus is asked to “operate under IRON”, it must:",traceable,,
evaluation-governance-reproducibility.md,EVA-084,1. **Core Hypothesis:** What must be true for this to deliver meaningful value?,./docs/gs1_research/feasibility_assessment.md,Methodology,1. **Core Hypothesis:** What must be true for this to deliver meaningful value?,traceable,,
evaluation-governance-reproducibility.md,EVA-085,**What Must Be True:**,./docs/gs1_research/feasibility_assessment.md,Core Hypothesis,**What Must Be True:**,traceable,,
evaluation-governance-reproducibility.md,EVA-086,"Standards documents contain specialized terminology where subtle distinctions matter enormously. The difference between ""shall,"" ""should,"" and ""may"" in a specification is not stylistic—it determines c",./docs/gs1_research/feasibility_assessment.md,Hardest Feasibility Challenges,Standards documents contain specialized terminology where subtle distinctions matter enormously. The,traceable,,
evaluation-governance-reproducibility.md,EVA-087,**Conceptual Validation (No Development Required):**,./docs/gs1_research/feasibility_assessment.md,Lowest-Effort Viability Test,**Conceptual Validation (No Development Required):**,traceable,,
evaluation-governance-reproducibility.md,EVA-088,Stakeholder preferences are rarely explicitly documented. They must be inferred from:,./docs/gs1_research/feasibility_assessment.md,Hardest Feasibility Challenges,Stakeholder preferences are rarely explicitly documented. They must be inferred from:,traceable,,
evaluation-governance-reproducibility.md,EVA-089,Multi-stakeholder governance research emphasizes that legitimacy depends on **authentic participation** [8][9]. If AI appears to determine what trade-offs matter or how preferences should be aggregate,./docs/gs1_research/feasibility_assessment.md,Hardest Feasibility Challenges,Multi-stakeholder governance research emphasizes that legitimacy depends on **authentic participatio,traceable,,
evaluation-governance-reproducibility.md,EVA-090,"The governance constraint is severe: if AI appears to certify that evidence is ""sufficient"" or that a standard is ""feasible,"" it assumes responsibility that it cannot bear. Standards organizations mus",./docs/gs1_research/feasibility_assessment.md,Hardest Feasibility Challenges,"The governance constraint is severe: if AI appears to certify that evidence is ""sufficient"" or that",traceable,,
evaluation-governance-reproducibility.md,EVA-091,"[5]: https://www.deloitte.com/ch/en/services/consulting/perspectives/ai-hallucinations-new-risk-m-a.html ""AI doesn't lie, it hallucinates and M&A due diligence must adapt (Dec 2025)""",./docs/gs1_research/feasibility_assessment.md,References,[5]: https://www.deloitte.com/ch/en/services/consulting/perspectives/ai-hallucinations-new-risk-m-a.,traceable,,
evaluation-governance-reproducibility.md,EVA-092,- **Material Topics:** Topics companies must report on based on materiality assessment,./EXTERNAL_REFERENCES.md,IG1: Materiality Assessment,- **Material Topics:** Topics companies must report on based on materiality assessment,traceable,,
evaluation-governance-reproducibility.md,EVA-093,"- **Mandatory Datapoints:** Required for all companies (e.g., E1-1 GHG emissions)",./EXTERNAL_REFERENCES.md,IG3: List of ESRS Datapoints - Explanatory Note,"- **Mandatory Datapoints:** Required for all companies (e.g., E1-1 GHG emissions)",traceable,,
evaluation-governance-reproducibility.md,EVA-094,"- **Voluntary Datapoints:** Required only if material (e.g., E2 water consumption)",./EXTERNAL_REFERENCES.md,IG3: List of ESRS Datapoints - Explanatory Note,"- **Voluntary Datapoints:** Required only if material (e.g., E2 water consumption)",traceable,,
evaluation-governance-reproducibility.md,EVA-095,**Canonical URL:** GS1 Netherlands member portal (authentication required),./EXTERNAL_REFERENCES.md,GS1 DAS Attribute Explanation (English),**Canonical URL:** GS1 Netherlands member portal (authentication required),traceable,,
evaluation-governance-reproducibility.md,EVA-096,- Evidence required is specified,./ISA_DEVELOPMENT_PLAYBOOK.md,3.1 Always Fix P0 First,- Evidence required is specified,traceable,,
evaluation-governance-reproducibility.md,EVA-097,- Must be fixed before artefacts are citation-grade,./ISA_DEVELOPMENT_PLAYBOOK.md,3.1 Always Fix P0 First,- Must be fixed before artefacts are citation-grade,traceable,,
evaluation-governance-reproducibility.md,EVA-098,2. **Silence is NOT consent** - must wait for explicit approval,./ISA_DEVELOPMENT_PLAYBOOK.md,5. Governance Rules (Lane C),2. **Silence is NOT consent** - must wait for explicit approval,traceable,,
evaluation-governance-reproducibility.md,EVA-099,- [ ] Verify local database has required data,./ISA_DEVELOPMENT_PLAYBOOK.md,9. Checklist Before Starting Any Task,- [ ] Verify local database has required data,traceable,,
evaluation-governance-reproducibility.md,EVA-100,3. **User Authority:** Silence is NOT consent; explicit approval required for Lane C triggers,./README.md,Governance Status,3. **User Authority:** Silence is NOT consent; explicit approval required for Lane C triggers,traceable,,
observability-tracing-feedback.md,OBS-001,1. **Initial Setup**: New deployments or data migrations required manual workarounds to populate historical news data,./docs/PHASE_8.3_INGESTION_WINDOW_COMPLETE.md,Problem Statement,1. **Initial Setup**: New deployments or data migrations required manual workarounds to populate his,traceable,,
observability-tracing-feedback.md,OBS-002,2. **Data Recovery**: System failures or extended downtime required custom scripts to backfill missing news items,./docs/PHASE_8.3_INGESTION_WINDOW_COMPLETE.md,Problem Statement,2. **Data Recovery**: System failures or extended downtime required custom scripts to backfill missi,traceable,,
observability-tracing-feedback.md,OBS-003,The following environment variables must be configured in the production environment:,./docs/PRODUCTION_DEPLOYMENT.md,Environment Variables,The following environment variables must be configured in the production environment:,traceable,,
observability-tracing-feedback.md,OBS-004,| Variable | Description | Required |,./docs/PRODUCTION_DEPLOYMENT.md,Environment Variables,| Variable | Description | Required |,traceable,,
observability-tracing-feedback.md,OBS-005,| Criterion | Required | Actual | Status |,./docs/PHASE4_OPERATIONAL_READINESS_REPORT.md,6. Completion Criteria Verification,| Criterion | Required | Actual | Status |,traceable,,
observability-tracing-feedback.md,OBS-006,"- ⚠️ Cookie consent banner not implemented (minimal cookies, not required)",./docs/PRODUCTION_IMPROVEMENTS_JAN_2026.md,5.1 Updated Checklist,"- ⚠️ Cookie consent banner not implemented (minimal cookies, not required)",traceable,,
observability-tracing-feedback.md,OBS-007,- Cookie consent banner (not required for essential cookies only),./docs/PRODUCTION_IMPROVEMENTS_JAN_2026.md,5.2 Overall Status,- Cookie consent banner (not required for essential cookies only),traceable,,
observability-tracing-feedback.md,OBS-008,No new environment variables required. All improvements use existing infrastructure:,./docs/PRODUCTION_IMPROVEMENTS_JAN_2026.md,6.1 Environment Variables,No new environment variables required. All improvements use existing infrastructure:,traceable,,
observability-tracing-feedback.md,OBS-009,- Rate limiting: In-memory store (no Redis required),./docs/PRODUCTION_IMPROVEMENTS_JAN_2026.md,6.1 Environment Variables,- Rate limiting: In-memory store (no Redis required),traceable,,
observability-tracing-feedback.md,OBS-010,No database migrations required. All improvements are application-level.,./docs/PRODUCTION_IMPROVEMENTS_JAN_2026.md,6.2 Database Changes,No database migrations required. All improvements are application-level.,traceable,,
observability-tracing-feedback.md,OBS-011,- [ ] Implement cookie consent banner (if required by legal review),./docs/PRODUCTION_IMPROVEMENTS_JAN_2026.md,8.1 Short-Term (30 Days),- [ ] Implement cookie consent banner (if required by legal review),traceable,TM-055,OPEN
observability-tracing-feedback.md,OBS-012,"3. **No Progress Persistence:** If interrupted, must restart from beginning",./docs/EMBEDDING_PIPELINE_OPTIMIZATION.md,Limitations,"3. **No Progress Persistence:** If interrupted, must restart from beginning",traceable,,
observability-tracing-feedback.md,OBS-013,"2. Ensure ""Normal (30 days)"" is selected (default)",./docs/PHASE_8.3_INGESTION_WINDOW_COMPLETE.md,Normal Mode (Daily Operations),"2. Ensure ""Normal (30 days)"" is selected (default)",traceable,,
observability-tracing-feedback.md,OBS-014,**Note:** Automated tests validate core mode logic but require enhanced mocking for full pipeline execution. Manual testing via admin UI is recommended for end-to-end validation.,./docs/PHASE_8.3_INGESTION_WINDOW_COMPLETE.md,Automated Testing,**Note:** Automated tests validate core mode logic but require enhanced mocking for full pipeline ex,traceable,,
observability-tracing-feedback.md,OBS-015,4. **Mode Analytics**: Track mode usage patterns and recommend optimal configurations,./docs/PHASE_8.3_INGESTION_WINDOW_COMPLETE.md,Potential Improvements,4. **Mode Analytics**: Track mode usage patterns and recommend optimal configurations,traceable,,
observability-tracing-feedback.md,OBS-016,4. **Verify rollback**: Check health endpoints,./docs/PRODUCTION_DEPLOYMENT.md,Rollback Procedure,4. **Verify rollback**: Check health endpoints,traceable,,
observability-tracing-feedback.md,OBS-017,- [ ] Conduct load testing to validate scaling assumptions,./docs/PRODUCTION_IMPROVEMENTS_JAN_2026.md,8.2 Long-Term (90 Days),- [ ] Conduct load testing to validate scaling assumptions,traceable,TM-056,OPEN
repo-change-control-release.md,REP-001,- **Escalation Required:** ✅ YES (Creating third-party connection),./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Action 1: Created GitHub Repository (GS1-ISA/isa),- **Escalation Required:** ✅ YES (Creating third-party connection),traceable,,
repo-change-control-release.md,REP-002,- This action would have required escalation under Lane C,./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Action 1: Created GitHub Repository (GS1-ISA/isa),- This action would have required escalation under Lane C,traceable,,
repo-change-control-release.md,REP-003,- **Escalation Required:** ✅ YES (Creating authentication token),./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Action 2: Configured Fine-Grained Personal Access Token,- **Escalation Required:** ✅ YES (Creating authentication token),traceable,,
repo-change-control-release.md,REP-004,- **Escalation Required:** ❌ NO (Writing code and documentation),./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Action 3: Pushed Initial Repository Structure,- **Escalation Required:** ❌ NO (Writing code and documentation),traceable,,
repo-change-control-release.md,REP-005,- This action would NOT have required escalation under Lane C,./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Action 3: Pushed Initial Repository Structure,- This action would NOT have required escalation under Lane C,traceable,,
repo-change-control-release.md,REP-006,- **Escalation Required:** ❌ NO (Testing and validation),./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Action 4: Created Issue #1 and PR #2 for Validation,- **Escalation Required:** ❌ NO (Testing and validation),traceable,,
repo-change-control-release.md,REP-007,- **Escalation Required:** ⚠️ DEPENDS (Policy change if scope modified),./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Action 5: Updated ISA Development Roadmaps,- **Escalation Required:** ⚠️ DEPENDS (Policy change if scope modified),traceable,,
repo-change-control-release.md,REP-008,- This action would likely NOT have required escalation under Lane C,./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Action 5: Updated ISA Development Roadmaps,- This action would likely NOT have required escalation under Lane C,traceable,,
repo-change-control-release.md,REP-009,- **Escalation Required:** ⚠️ SPECIAL CASE (Implementing governance framework as directed),./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Action 6: Created ISA_GOVERNANCE.md,- **Escalation Required:** ⚠️ SPECIAL CASE (Implementing governance framework as directed),traceable,,
repo-change-control-release.md,REP-010,- No escalation required when executing direct user instructions,./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Action 6: Created ISA_GOVERNANCE.md,- No escalation required when executing direct user instructions,traceable,,
repo-change-control-release.md,REP-011,- **Escalation Required:** ❌ NO (Documentation),./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Action 7: Created README.md with Governance References,- **Escalation Required:** ❌ NO (Documentation),traceable,,
repo-change-control-release.md,REP-012,- User action required to configure branch protection via GitHub UI,./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Risk 2: Branch Protection Not Yet Configured,- User action required to configure branch protection via GitHub UI,traceable,,
repo-change-control-release.md,REP-013,**Impact:** Potential development disruption if schema import is required.,./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Risk 3: Database Schema Error (Pre-Existing),**Impact:** Potential development disruption if schema import is required.,traceable,,
repo-change-control-release.md,REP-014,- User action required to enable at org level,./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Risk 5: Security Features Not Yet Enabled (Org-Level),- User action required to enable at org level,traceable,,
repo-change-control-release.md,REP-015,1. **User Action Required:** Configure branch protection on GitHub repository main branch,./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Immediate (24 Hours),1. **User Action Required:** Configure branch protection on GitHub repository main branch,traceable,TM-057,OPEN
repo-change-control-release.md,REP-016,2. **User Decision Required:** Determine ISA license,./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Immediate (24 Hours),2. **User Decision Required:** Determine ISA license,traceable,TM-058,OPEN
repo-change-control-release.md,REP-017,- I will perform governance self-checks as required,./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,7. Governance Compliance Statement,- I will perform governance self-checks as required,traceable,,
repo-change-control-release.md,REP-018,2. Check data quality (no nulls in required fields),./docs/agent_collaboration/MANUS_CHATGPT_PROTOCOL.md,Stage 4: Validation (Manus),2. Check data quality (no nulls in required fields),traceable,,
repo-change-control-release.md,REP-019,- Null values in required fields,./docs/agent_collaboration/MANUS_CHATGPT_PROTOCOL.md,Data Quality Issues,- Null values in required fields,traceable,,
repo-change-control-release.md,REP-020,- Ensure procedures are comprehensive and current,./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Short-Term (14 Days),- Ensure procedures are comprehensive and current,traceable,TM-059,OPEN
repo-change-control-release.md,REP-021,- Validate security monitoring is working,./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md,Medium-Term (30 Days),- Validate security monitoring is working,traceable,TM-060,OPEN
repo-change-control-release.md,REP-022,"- **Testing** - Run tests, validate data quality, ensure production readiness",./docs/agent_collaboration/MANUS_CHATGPT_PROTOCOL.md,Manus (Orchestrator),"- **Testing** - Run tests, validate data quality, ensure production readiness",traceable,,
repo-change-control-release.md,REP-023,2. Verify data files exist in `/data/` directories,./docs/agent_collaboration/MANUS_CHATGPT_PROTOCOL.md,Stage 1: Preparation (Manus),2. Verify data files exist in `/data/` directories,traceable,,
repo-change-control-release.md,REP-024,2. Validate structure and completeness,./docs/agent_collaboration/MANUS_CHATGPT_PROTOCOL.md,Stage 3: Integration (Manus),2. Validate structure and completeness,traceable,,
repo-change-control-release.md,REP-025,1. Verify record counts in database,./docs/agent_collaboration/MANUS_CHATGPT_PROTOCOL.md,Stage 4: Validation (Manus),1. Verify record counts in database,traceable,,
repo-change-control-release.md,REP-026,4. Validate downstream features work,./docs/agent_collaboration/MANUS_CHATGPT_PROTOCOL.md,Stage 4: Validation (Manus),4. Validate downstream features work,traceable,,
